Alert,Username,Source IP,Destination IP,Source Asset,Destination Asset,Source Account,Destination Account,Source Port,Destination Port,Error Code,Event ID,Affected Workload,Log Source,Scheduled Task Name,Firewall Name,Service,Object ID/Target User ID,Logon Type,Computer Name,Hostname,Timestamp
Removal of Exchange Mailbox Right Delegation,user8112,138.188.222.40,189.208.47.181,Asset55,Asset67,source_account771,destination_account993,47879,21806,ERR3957,EVT4247,Exchange,log_source27,task_39,firewall_14,service_17,ae668964-db6e-4f71-8478-b7063ca946de,Interactive,comp_18,host_38,2024-07-05 07:55:59
Multiple VPN login failures for the same User,user5783,176.226.134.64,110.222.196.157,Asset52,Asset23,source_account229,destination_account361,4408,1310,ERR8506,EVT6784,OneDrive,log_source2,task_27,firewall_9,service_9,dcec9482-4cca-4f2e-9893-aa87e20cc0f7,RemoteInteractive,comp_91,host_27,2024-07-07 19:50:27
A User Account Was Deleted,user5621,14.200.14.68,208.237.180.176,Asset100,Asset8,source_account417,destination_account803,42576,38155,ERR7702,EVT8464,Exchange,log_source31,task_8,firewall_7,service_35,787cce0c-7508-4735-a3c1-c6d2a3249a8c,RemoteInteractive,comp_74,host_21,2024-07-13 15:02:41
Mass file download by single user - O365 remotely access 4 new assets,user8761,36.41.7.45,156.57.106.65,Asset15,Asset37,source_account362,destination_account139,1795,36157,ERR4803,EVT8159,Exchange,log_source53,task_17,firewall_6,service_19,4428072c-7073-4f9e-81c5-723a2dfa1057,Network,comp_39,host_9,2024-07-04 17:25:46
Mass file download by single user - O365 remotely access 4 new assets,user5262,236.116.220.50,213.70.251.181,Asset51,Asset22,source_account631,destination_account410,21028,45788,ERR7528,EVT1429,SharePoint,log_source82,task_11,firewall_2,service_35,e4479e11-bfe6-4d40-a3d4-7aa61e028af5,RemoteInteractive,comp_5,host_48,2024-07-19 06:56:02
Users or Group Add Operation Detected by User,user4811,248.216.4.56,125.248.136.107,Asset97,Asset21,source_account833,destination_account785,61522,39921,ERR3840,EVT1307,Exchange,log_source95,task_3,firewall_12,service_22,0b93e6d8-f57c-4d79-8db3-48d97e60286b,Interactive,comp_58,host_77,2024-07-11 01:35:33
Mass file delete by single user - O365,user6484,165.129.140.165,219.151.201.22,Asset23,Asset37,source_account333,destination_account265,8194,37290,ERR8936,EVT1359,OneDrive,log_source44,task_23,firewall_9,service_50,d01faebe-c9bc-4132-b95f-66b05fe5627e,Interactive,comp_19,host_97,2024-07-31 00:19:42
Multiple login failures for the same User,user913,249.51.226.225,231.108.60.8,Asset17,Asset19,source_account829,destination_account687,52710,19413,ERR8862,EVT6144,Teams,log_source94,task_34,firewall_15,service_16,39b1ffd1-0188-4225-a138-ae5bed452cb0,Interactive,comp_100,host_43,2024-07-07 05:31:10
Alerting to Successful Login from Foreign IP,user3084,247.56.142.207,215.41.181.43,Asset13,Asset47,source_account663,destination_account827,18861,1102,ERR9615,EVT2771,OneDrive,log_source32,task_8,firewall_17,service_16,08716b22-abf0-418d-8d2a-f4817859a6fa,RemoteInteractive,comp_90,host_37,2024-07-16 08:27:53
Mass file delete,user8115,61.12.52.68,146.156.9.254,Asset39,Asset26,source_account319,destination_account853,29924,24980,ERR7251,EVT7583,Teams,log_source67,task_19,firewall_1,service_5,fbf61f92-0830-45a9-aab0-fde4e71ff521,Interactive,comp_17,host_42,2024-07-10 20:03:10
Account - O365 Exchange Suspicious Mailbox Right Delegation,user3489,128.63.17.153,248.73.247.52,Asset91,Asset45,source_account431,destination_account380,16366,14374,ERR6407,EVT5682,SharePoint,log_source71,task_48,firewall_7,service_30,469da742-9f4a-4bd1-afaf-7e46696164e5,RemoteInteractive,comp_76,host_69,2024-07-28 20:46:32
Multiple VPN login failures for the same User,user1341,88.5.61.209,71.243.125.36,Asset66,Asset56,source_account184,destination_account555,51514,12117,ERR8228,EVT4919,Teams,log_source19,task_28,firewall_3,service_27,36a67d76-8560-4225-8d27-f8a0ecda725d,Interactive,comp_26,host_70,2024-07-31 17:14:20
Account - O365 Exchange Suspicious Mailbox Right Delegation,user9274,114.57.35.203,218.200.172.14,Asset82,Asset19,source_account719,destination_account563,53950,39784,ERR6076,EVT5455,Teams,log_source45,task_8,firewall_19,service_42,90b3cd5a-fefb-4082-8caa-a1909e8cdf86,Interactive,comp_100,host_13,2024-07-24 02:03:25
MFA Removed from a Device,user6130,50.4.101.62,29.169.7.185,Asset28,Asset92,source_account354,destination_account786,15153,43894,ERR1713,EVT5595,OneDrive,log_source69,task_28,firewall_12,service_4,fa2c542a-4e3d-4fa4-88a3-a537e827868b,RemoteInteractive,comp_85,host_18,2024-07-24 03:31:59
A User Account Was Deleted,user8722,247.113.179.174,10.15.50.240,Asset93,Asset82,source_account747,destination_account443,14990,34617,ERR8264,EVT6282,SharePoint,log_source84,task_34,firewall_3,service_21,82608094-c8de-416d-b3b0-4267c4501b75,Interactive,comp_80,host_69,2024-07-12 12:55:27
Multiple login failures for the same User - 0365,user2185,230.219.124.28,232.157.45.174,Asset61,Asset22,source_account461,destination_account189,26288,64750,ERR9228,EVT3282,Teams,log_source99,task_45,firewall_4,service_38,5dd57e7a-839a-41ad-88a7-0efc51a9f3ec,RemoteInteractive,comp_44,host_10,2024-07-21 21:43:57
Multiple login failures for the same User - Windows,user1278,240.138.171.204,33.126.60.121,Asset66,Asset79,source_account49,destination_account831,21545,6090,ERR4679,EVT3749,Exchange,log_source97,task_45,firewall_4,service_43,d1421791-683c-46f8-b1ee-6070f78919ae,RemoteInteractive,comp_60,host_24,2024-07-08 11:57:03
Multiple login failures for the same User - 0365,user246,67.141.13.107,54.208.83.133,Asset12,Asset54,source_account915,destination_account810,34838,32802,ERR7386,EVT9435,Teams,log_source20,task_21,firewall_13,service_28,1f492347-3222-4a8a-aba0-9858caa88fea,Network,comp_72,host_13,2024-07-24 00:22:17
Mass file download by single user - O365 remotely access 4 new assets,user4116,91.218.110.189,103.173.41.184,Asset33,Asset83,source_account424,destination_account473,43713,4083,ERR1371,EVT4831,SharePoint,log_source57,task_43,firewall_15,service_3,cbab392c-3bd3-4ed4-bc43-764e276e339d,Network,comp_56,host_6,2024-07-24 19:55:18
Removal of Exchange Mailbox Right Delegation,user9805,206.145.20.166,105.102.204.139,Asset6,Asset85,source_account408,destination_account560,21468,4753,ERR4801,EVT6768,Teams,log_source13,task_11,firewall_11,service_38,fd005b27-2847-45d4-bcbb-acc00653cb53,RemoteInteractive,comp_88,host_71,2024-07-30 13:46:03
Mass file download by single user - O365 remotely access 4 new assets,user4017,216.167.50.79,2.161.1.74,Asset72,Asset72,source_account850,destination_account42,39408,59406,ERR6622,EVT6863,OneDrive,log_source42,task_13,firewall_6,service_38,4eb8abb9-0cdc-41b9-b75c-2cb9e39cdc80,Network,comp_57,host_94,2024-07-10 02:56:58
User Account Was Locked out,user3521,71.225.221.158,63.10.90.37,Asset62,Asset86,source_account178,destination_account984,26960,12482,ERR4700,EVT5826,SharePoint,log_source20,task_30,firewall_15,service_38,8d9b8c20-bebd-4095-a5d9-017eaaf7c50b,Interactive,comp_76,host_55,2024-08-03 04:45:12
IPS Alert Detected,user7094,194.3.84.164,54.4.168.125,Asset1,Asset63,source_account45,destination_account346,54482,29369,ERR1366,EVT1007,Teams,log_source28,task_1,firewall_1,service_43,910900e7-c7cf-4043-8c35-9ec55a7f669b,Interactive,comp_17,host_14,2024-07-14 06:00:06
Multiple login failures for the same User,user9343,2.97.73.117,75.255.96.201,Asset91,Asset47,source_account293,destination_account752,14182,55749,ERR6424,EVT9514,SharePoint,log_source88,task_19,firewall_20,service_34,1abef49a-40c8-4715-b3bc-dfefb3903733,RemoteInteractive,comp_2,host_45,2024-08-02 00:10:33
User Added to Office 365 Administrator Role,user9872,56.69.94.99,237.113.216.167,Asset22,Asset94,source_account863,destination_account720,47666,5023,ERR6095,EVT5949,Teams,log_source15,task_5,firewall_13,service_2,4dd72f11-ea06-40fa-a37d-3619b60b6280,RemoteInteractive,comp_52,host_44,2024-07-30 02:24:35
Multiple login failures for the same User,user4654,254.121.116.3,5.118.162.68,Asset84,Asset23,source_account325,destination_account70,50944,32883,ERR2459,EVT7821,OneDrive,log_source49,task_4,firewall_17,service_31,6a784995-2f3e-422e-b211-279616199202,RemoteInteractive,comp_31,host_85,2024-07-11 07:41:04
User Added to Office 365 Administrator Role,user7751,127.128.233.202,157.104.22.177,Asset37,Asset100,source_account737,destination_account330,9493,5988,ERR2956,EVT9034,Exchange,log_source73,task_29,firewall_5,service_7,059d8246-39ee-49b6-8783-f2d9a3744dc5,Interactive,comp_15,host_52,2024-07-30 14:53:23
Mass file delete,user7235,208.248.85.245,81.196.201.179,Asset76,Asset81,source_account198,destination_account475,26893,5237,ERR6024,EVT8724,Teams,log_source33,task_32,firewall_3,service_4,48cfda27-d940-4a6e-86da-55116a8c6482,Network,comp_73,host_40,2024-07-16 22:44:59
Inbox Forwarding Rule Created,user7123,226.97.68.191,142.103.142.239,Asset76,Asset44,source_account461,destination_account640,27531,15588,ERR6121,EVT6001,OneDrive,log_source6,task_45,firewall_11,service_16,64ea00fa-59bf-4260-8c9a-e26af1861c1e,RemoteInteractive,comp_66,host_21,2024-07-22 01:13:37
Inbox Forwarding Rule Created,user4144,233.29.50.245,174.193.206.217,Asset52,Asset77,source_account988,destination_account594,44025,17730,ERR4552,EVT7046,SharePoint,log_source42,task_3,firewall_18,service_30,23dcb263-e3c3-40b6-920f-7d4475e54858,Network,comp_36,host_30,2024-07-11 09:54:59
MFA Removed from a Device,user8555,11.177.129.71,135.148.119.146,Asset35,Asset40,source_account422,destination_account205,12650,15315,ERR3824,EVT7198,SharePoint,log_source9,task_45,firewall_17,service_45,239c7945-4ab8-4066-8168-155866813c36,Interactive,comp_82,host_1,2024-07-23 20:52:58
A User Account Was Deleted,user7785,238.211.178.62,207.171.101.73,Asset97,Asset6,source_account825,destination_account669,55383,24584,ERR2751,EVT9968,SharePoint,log_source36,task_44,firewall_6,service_11,d4e9b02e-721f-4e94-9c62-c1163c3300ea,RemoteInteractive,comp_48,host_22,2024-07-31 12:55:33
A User Account Was Deleted,user379,209.88.41.219,244.255.68.198,Asset10,Asset24,source_account279,destination_account477,4533,56967,ERR7340,EVT8348,OneDrive,log_source15,task_5,firewall_19,service_47,4ef1cfb8-7c2c-4f11-98d3-e1a0d7cdc2dc,Interactive,comp_45,host_40,2024-07-15 15:33:50
Users or Group Add Operation Detected by User,user5091,155.139.91.246,4.146.221.97,Asset92,Asset56,source_account695,destination_account222,29713,7680,ERR3620,EVT1864,Teams,log_source20,task_17,firewall_7,service_38,0de168ea-81b9-4308-a124-b70fdb3be77e,Interactive,comp_29,host_62,2024-07-21 03:12:00
Account - O365 Exchange Suspicious Mailbox Right Delegation,user4486,198.41.86.255,240.33.90.9,Asset21,Asset45,source_account501,destination_account513,18916,40342,ERR3795,EVT9939,SharePoint,log_source26,task_18,firewall_8,service_44,20764aa4-b1e5-46fd-b0af-8ddc07cacc54,Network,comp_12,host_38,2024-07-29 16:08:01
Multiple login failures for the same User - Windows,user7709,181.131.162.59,169.75.132.220,Asset97,Asset43,source_account871,destination_account882,22525,31248,ERR5102,EVT7437,SharePoint,log_source20,task_7,firewall_5,service_28,e2b5a104-bc53-46b1-b037-93d76bf35985,RemoteInteractive,comp_11,host_87,2024-07-14 06:01:11
Multiple login failures for the same User - Windows,user5003,242.133.166.116,59.151.36.230,Asset64,Asset99,source_account624,destination_account551,34600,24603,ERR4374,EVT4420,Teams,log_source67,task_13,firewall_8,service_19,1e10ebb4-733c-41a1-94ae-f6d681cb697b,Network,comp_68,host_68,2024-07-14 13:58:40
A User Account Was Deleted,user5089,7.132.87.17,236.20.162.94,Asset15,Asset92,source_account603,destination_account29,52516,13668,ERR3528,EVT1465,SharePoint,log_source45,task_38,firewall_14,service_6,d08c0dfc-5978-4974-8166-e3cf0971a8a0,Network,comp_65,host_58,2024-07-14 07:46:53
Inbox Forwarding Rule Created,user5720,224.231.128.31,134.151.127.21,Asset35,Asset43,source_account39,destination_account914,24949,18770,ERR9845,EVT6381,Teams,log_source59,task_50,firewall_9,service_4,6963ab6e-7f69-4169-ad1c-d5eba469a1ee,Interactive,comp_33,host_89,2024-07-31 14:22:14
IPS Alert Detected,user4303,22.146.72.220,9.245.8.106,Asset13,Asset38,source_account717,destination_account499,2395,13411,ERR3537,EVT3191,Exchange,log_source54,task_43,firewall_14,service_33,99cdca49-59c6-4f22-a1b5-9471875b5e00,Network,comp_50,host_4,2024-07-20 09:47:05
A User Account Was Deleted,user1072,234.166.3.202,159.89.29.6,Asset75,Asset43,source_account474,destination_account211,22705,47545,ERR7375,EVT3519,SharePoint,log_source32,task_39,firewall_7,service_30,77d9741e-1cc6-4313-95a9-550174c7752d,RemoteInteractive,comp_17,host_88,2024-07-24 19:51:53
User Account Was Locked out,user7833,194.134.145.251,93.250.50.255,Asset30,Asset64,source_account336,destination_account803,38247,21853,ERR4347,EVT2167,Teams,log_source77,task_39,firewall_11,service_7,11a649ad-2c22-4f78-b093-69a5f58abee7,RemoteInteractive,comp_23,host_12,2024-07-26 12:02:20
Alerting to Successful Login from Foreign IP,user5957,9.168.56.52,23.235.201.2,Asset97,Asset67,source_account334,destination_account121,7324,7425,ERR1561,EVT6156,Exchange,log_source17,task_24,firewall_13,service_18,744c287a-4192-4658-8bfd-279ead4299e7,RemoteInteractive,comp_27,host_17,2024-07-17 05:52:38
Account - O365 Exchange Suspicious Mailbox Right Delegation,user3589,214.225.244.14,76.201.151.130,Asset3,Asset70,source_account603,destination_account824,35403,21039,ERR8419,EVT9353,Exchange,log_source32,task_40,firewall_10,service_20,3460379c-cdae-407e-b5bc-ff4470912419,Interactive,comp_5,host_14,2024-07-14 16:58:09
Mass file download by single user - O365 remotely access 4 new assets,user837,72.7.154.19,154.39.6.205,Asset92,Asset16,source_account968,destination_account173,45554,32313,ERR8318,EVT4483,OneDrive,log_source31,task_49,firewall_13,service_50,0f697012-ae32-4f57-be03-12d2c2e4ddc6,RemoteInteractive,comp_98,host_40,2024-07-27 08:27:43
Multiple login failures for the same User - Windows,user4383,29.72.189.83,236.108.235.133,Asset26,Asset16,source_account186,destination_account42,59528,11583,ERR7768,EVT8270,OneDrive,log_source30,task_43,firewall_8,service_21,2bdf780b-68db-4b5d-a62d-564ab6ed7ead,Network,comp_32,host_51,2024-07-25 05:37:40
A User Account Was Deleted,user1955,95.19.58.169,78.61.155.72,Asset41,Asset8,source_account162,destination_account104,42741,55461,ERR1376,EVT7642,Teams,log_source70,task_43,firewall_12,service_48,99b4fd42-4d26-43f5-ad16-5d75cbd3452a,Network,comp_46,host_90,2024-07-12 23:59:39
User Added to Office 365 Administrator Role,user3078,116.155.126.205,15.106.42.199,Asset20,Asset78,source_account63,destination_account429,21779,1796,ERR2967,EVT2731,OneDrive,log_source75,task_21,firewall_10,service_9,80923e50-6906-424e-aca3-51485162dbb4,Network,comp_31,host_57,2024-07-12 23:07:37
Users or Group Add Operation Detected by User,user7909,34.194.127.180,169.40.236.162,Asset8,Asset32,source_account55,destination_account637,56485,52961,ERR7116,EVT1568,OneDrive,log_source91,task_17,firewall_14,service_36,6021d0d4-16b7-4fd0-8b44-5b89259ea29f,RemoteInteractive,comp_96,host_78,2024-07-25 17:02:03
Mass file delete,user5156,182.253.132.191,158.251.205.54,Asset30,Asset73,source_account417,destination_account898,54839,63597,ERR7812,EVT1188,Exchange,log_source90,task_6,firewall_17,service_10,97336a62-2d38-48f0-acf4-dafcd0a8be4d,Network,comp_43,host_4,2024-08-01 04:41:52
A Scheduled Task Was Disabled,user831,68.221.218.188,121.205.109.169,Asset4,Asset44,source_account158,destination_account477,51421,18426,ERR9994,EVT6905,OneDrive,log_source62,task_23,firewall_10,service_44,5da2e27e-ef01-42cd-8fcc-17a07f837345,Interactive,comp_89,host_74,2024-07-13 08:36:57
Mass file download by single user - O365 remotely access 4 new assets,user8917,221.246.92.180,248.120.117.128,Asset4,Asset38,source_account359,destination_account36,59482,42326,ERR6816,EVT2082,OneDrive,log_source74,task_48,firewall_13,service_21,ce0921f7-56c9-47bd-9a31-f2af7e16cf7f,RemoteInteractive,comp_45,host_38,2024-07-17 10:29:22
Multiple login failures for the same User - Windows,user623,223.166.207.172,179.101.173.37,Asset48,Asset77,source_account193,destination_account850,31124,65166,ERR4851,EVT6216,OneDrive,log_source85,task_31,firewall_18,service_43,f1556ff3-b40e-4d12-94dc-47124916f2b1,Network,comp_34,host_100,2024-08-01 07:26:09
Users or Group Add Operation Detected by User,user5981,22.119.42.175,73.40.120.212,Asset51,Asset35,source_account215,destination_account400,4391,60837,ERR3542,EVT2340,Teams,log_source3,task_2,firewall_5,service_10,11ee9427-00db-491d-bb97-c1646ef35d59,Interactive,comp_53,host_48,2024-07-20 19:46:57
Alerting to Successful Login from Foreign IP,user3462,65.240.176.80,118.219.135.4,Asset48,Asset8,source_account619,destination_account814,34563,35261,ERR5819,EVT4740,OneDrive,log_source22,task_12,firewall_7,service_33,fd22b77b-9f8d-4f75-aea6-bbc1f9cf1ce3,RemoteInteractive,comp_90,host_35,2024-07-04 09:30:36
Multiple login failures for the same User - Windows,user5304,47.156.226.108,17.248.138.119,Asset97,Asset6,source_account783,destination_account919,36681,6383,ERR4466,EVT9978,Exchange,log_source58,task_31,firewall_11,service_12,312bffe1-5af0-49a9-8c93-541628f21f42,Network,comp_31,host_3,2024-07-17 13:58:01
A User Account Was Deleted,user722,223.1.145.246,170.47.100.220,Asset94,Asset28,source_account573,destination_account814,19575,56080,ERR6953,EVT4883,SharePoint,log_source80,task_23,firewall_14,service_20,d7b95640-31b1-4b21-9870-c74c1a0907e1,RemoteInteractive,comp_68,host_47,2024-08-02 22:29:53
Multiple login failures for the same User - 0365,user9953,12.184.222.52,122.218.4.19,Asset62,Asset69,source_account192,destination_account988,53145,49445,ERR3747,EVT6449,OneDrive,log_source38,task_48,firewall_6,service_36,9848dc1c-24fd-428f-9a1c-df1e4d07ce18,Network,comp_49,host_38,2024-07-24 16:41:09
IPS Alert Detected,user112,171.53.25.18,176.120.108.12,Asset44,Asset43,source_account596,destination_account924,12507,20828,ERR5915,EVT2374,OneDrive,log_source65,task_27,firewall_4,service_41,e383e162-0249-4f89-8f0d-b01bfdb70626,Interactive,comp_32,host_95,2024-07-15 04:42:40
Alerting to Successful Login from Foreign IP,user9597,168.216.11.109,97.77.42.188,Asset49,Asset90,source_account199,destination_account528,42497,10660,ERR5228,EVT2610,Teams,log_source59,task_9,firewall_9,service_29,9c47ff5e-378d-4a38-a27a-61ccc529cd12,Interactive,comp_32,host_6,2024-07-16 08:22:58
Inbox Forwarding Rule Created,user8720,201.190.55.55,222.202.152.1,Asset19,Asset92,source_account64,destination_account814,55507,21551,ERR6245,EVT6961,OneDrive,log_source40,task_46,firewall_1,service_48,7e9259c8-18de-4745-bb03-bea8b652e054,Network,comp_23,host_39,2024-07-09 01:00:46
